lat,lon,FF,DQF_FF
42.99890886947291,134.85915307141767,0,1.0
42.99684960656535,134.88436598612597,0,1.0
42.99478451832658,134.90957713137055,0,1.0
42.99271360539616,134.934786502338,0,1.0
42.990636868415365,134.9599940942169,0,1.0
42.98855430802724,134.9851999021981,0,1.0
42.99866708789327,134.62942796634815,0,1.0
42.996660936804574,134.6546487349253,0,1.0
42.99464895658951,134.6798677790768,0,1.0
42.992631147871414,134.70508509397513,0,1.0
42.9906075112754,134.7303006747948,0,1.0
42.98857804742834,134.75551451671222,0,1.0
42.98654275695884,134.78072661490603,0,1.0
42.9845016404973,134.80593696455682,0,1.0
42.982454698675824,134.83114556084723,0,1.0
42.98040193212832,134.85635239896206,0,1.0
42.97834334149039,134.88155747408805,0,1.0
42.97627892739943,134.90676078141402,0,1.0
42.974208690494585,134.931962316131,0,1.0
42.97213263141672,134.95716207343196,0,1.0
42.97005075080849,134.98236004851202,0,1.0
42.999888656095685,134.37447676175282,0,1.0
42.99794146647232,134.39970664311682,0,1.0
42.9959884434708,134.42493485001972,0,1.0
42.994029587696474,134.4501613776183,0,1.0
42.992064899756535,134.47538622107132,0,1.0
42.99009438025984,134.50060937553963,0,1.0
42.988118029817066,134.52583083618595,0,1.0
42.98613584904063,134.551050598175,0,1.0
42.98414783854474,134.57626865667362,0,1.0
42.982153998945314,134.60148500685045,0,1.0
42.980154330860024,134.62669964387638,0,1.0
42.97814883490835,134.6519125629241,0,1.0
42.97613751171149,134.67712375916847,0,1.0
42.9741203618924,134.70233322778634,0,1.0
42.9720973860758,134.72754096395653,0,1.0
42.97006858488816,134.75274696285993,0,1.0
42.96803395895771,134.77795121967958,0,1.0
42.96599350891441,134.80315372960033,0,1.0
42.963947235389995,134.82835448780932,0,1.0
42.96189513901793,134.85355348949562,0,1.0
42.95983722043347,134.8787507298504,0,1.0
42.957773480273566,134.9039462040669,0,1.0
42.95570391917697,134.92913990734039,0,1.0
42.95362853778413,134.95433183486824,0,1.0
42.95154733673731,134.97952198184998,0,1.0
42.99862606694027,134.14475602569834,0,1.0
42.99673202379241,134.1699928842941,0,1.0
42.99483214378521,134.19522811364186,0,1.0
42.99292642750778,134.22046170888538,0,1.0
42.99101487555104,134.24569366517025,0,1.0
42.98909748850763,134.27092397764403,0,1.0
42.98717426697201,134.29615264145613,0,1.0
42.98524521154036,134.3213796517581,0,1.0
42.98331032281062,134.34660500370325,0,1.0
42.981369601382525,134.37182869244688,0,1.0
42.979423047857544,134.39705071314637,0,1.0
42.977470662838904,134.4222710609609,0,1.0
42.97551244693164,134.44748973105172,0,1.0
42.97354840074245,134.47270671858206,0,1.0
42.97157852487992,134.49792201871708,0,1.0
42.96960281995426,134.5231356266239,0,1.0
42.96762128657755,134.54834753747178,0,1.0
42.96563392536355,134.57355774643182,0,1.0
42.96364073692782,134.5987662486772,0,1.0
42.961641721887666,134.62397303938306,0,1.0
42.95963688086213,134.6491781137266,0,1.0
42.95762621447203,134.674381466887,0,1.0
42.95560972333994,134.69958309404555,0,1.0
42.95358740809016,134.7247829903854,0,1.0
42.95155926934877,134.74998115109184,0,1.0
42.949525307743606,134.77517757135226,0,1.0
42.94748552390421,134.80037224635598,0,1.0
42.945439918461965,134.82556517129441,0,1.0
42.94338849204989,134.85075634136106,0,1.0
42.94133124530283,134.8759457517514,0,1.0
42.939268178857375,134.90113339766305,0,1.0
42.93719929335182,134.9263192742957,0,1.0
42.93512458942626,134.95150337685104,0,1.0
42.9330440677225,134.97668570053293,0,1.0
42.998714716614344,133.88980205346044,0,4.0
42.99687967410075,133.91504705212682,0,4.0
42.995038790824644,133.94029047170298,0,4.0
42.99319206735718,133.96553230731817,0,4.0
42.991339504271195,133.9907725541034,0,4.0
42.98948110214129,134.01601120719158,0,4.0
42.987616861543934,134.0412482617175,0,4.0
42.985746783057216,134.06648371281793,0,1.0
42.98387086726111,134.09171755563136,0,1.0
42.98198911473731,134.11694978529832,0,1.0
42.98010152606926,134.14218039696118,0,1.0
42.97820810184224,134.16740938576427,0,1.0
42.97630884264322,134.19263674685374,0,1.0
42.97440374906095,134.21786247537779,0,1.0
42.97249282168596,134.2430865664864,0,1.0
42.97057606111054,134.26830901533157,0,1.0
42.96865346792877,134.29352981706722,0,1.0
42.9667250427364,134.31874896684923,0,1.0
42.96479078613107,134.3439664598354,0,1.0
42.962850698712074,134.36918229118547,0,1.0
42.96090478108051,134.39439645606114,0,1.0
42.95895303383925,134.4196089496261,0,1.0
42.95699545759289,134.44481976704597,0,1.0
42.95503205294782,134.4700289034884,0,1.0
42.953062820512145,134.49523635412297,0,1.0
42.951087760895774,134.52044211412124,0,1.0
42.949106874710345,134.54564617865674,0,1.0
42.947120162569234,134.57084854290508,0,1.0
42.94512762508765,134.5960492020438,0,1.0
42.94312926288243,134.62124815125244,0,1.0
42.9411250765723,134.64644538571258,0,1.0
42.93911506677764,134.67164090060783,0,1.0
42.93709923412065,134.6968346911237,0,1.0
42.93507757922523,134.72202675244796,0,1.0
42.933050102717054,134.74721707977014,0,1.0
42.93101680522355,134.772405668282,0,1.0
42.9289776873739,134.79759251317725,0,1.0
42.92693274979903,134.82277760965167,0,1.0
42.9248819931316,134.84796095290312,0,1.0
42.92282541800605,134.87314253813145,0,1.0
42.92076302505852,134.89832236053863,0,1.0
42.91869481492697,134.92350041532868,0,1.0
42.91662078825104,134.94867669770764,0,1.0
42.91454094567213,134.97385120288376,0,1.0
42.91245528783342,134.9990239260672,0,1.0
42.99997759062488,133.60959574703813,0,4.0
42.99820741269831,133.63484989760198,0,4.0
42.99643138973858,133.66010252421532,0,4.0
42.99464952229697,133.6853536219915,0,4.0
42.99286181092647,133.7106031860459,0,4.0
42.991068256181855,133.73585121149546,0,4.0
42.98926885861968,133.76109769345913,0,4.0
42.98746361879832,133.78634262705768,0,4.0
42.98565253727782,133.81158600741358,0,4.0
42.98383561462011,133.83682782965124,0,4.0
42.98201285138881,133.86206808889688,0,4.0
42.98018424814934,133.88730678027855,0,4.0
42.97834980546889,133.91254389892623,0,4.0
42.97650952391641,133.93777943997165,0,4.0
42.97466340406265,133.9630133985484,0,4.0
42.9728114464801,133.9882457697921,0,4.0
42.970953651743024,134.01347654884003,0,4.0
42.969090020427444,134.03870573083154,0,1.0
42.967220553111154,134.06393331090774,0,1.0
42.96534525037373,134.0891592842116,0,1.0
42.963464112796515,134.11438364588815,0,1.0
42.961577140962554,134.13960639108413,0,1.0
42.95968433545677,134.16482751494834,0,1.0
